wavelength (nm),Red 2
400.884766,0.008334
405.888672,0.021387
410.896851,0.032095
415.909332,0.036874
420.926147,0.04055
425.947266,0.043746
430.972687,0.0456
436.002411,0.046746
441.036438,0.04694
446.074799,0.049726
451.117432,0.050895
456.164398,0.051012
461.215668,0.052035
466.27124,0.052511
471.331116,0.053052
476.395325,0.054076
481.463806,0.053677
486.536621,0.053853
491.613739,0.054008
496.69516,0.054314
501.780914,0.054714
506.870941,0.054847
511.965302,0.05462
517.063965,0.054641
522.166931,0.055315
527.27417,0.055385
532.385742,0.056278
537.501648,0.056774
542.621826,0.05864
547.746338,0.060479
552.875183,0.062437
558.008301,0.065553
563.145691,0.069782
568.287415,0.075782
573.433472,0.083986
578.583862,0.095997
583.738525,0.111764
588.897461,0.132332
594.06073,0.156446
599.228333,0.182295
604.400208,0.204944
609.576416,0.223611
614.756958,0.241079
619.941772,0.252917
625.130859,0.262052
630.32428,0.268987
635.522034,0.275134
640.72406,0.280542
645.93042,0.286528
651.141113,0.291149
656.356079,0.295597
661.575378,0.303017
666.79895,0.308098
672.026855,0.313203
677.259033,0.319965
682.495544,0.327289
687.736389,0.334645
692.981506,0.34162
698.230957,0.348081
703.48468,0.357011
708.742737,0.363596
714.005127,0.369953
719.27179,0.377053
724.542725,0.38254
729.818054,0.388129
735.097595,0.392005
740.381531,0.39502
745.669739,0.396881
750.962219,0.398093
756.259094,0.398424
761.5601810000001,0.399828
766.865662,0.39731
772.175415,0.396546
777.489441,0.395313
782.8078,0.393429
788.130493,0.387854
793.457458,0.387107
798.788757,0.382567
804.124329,0.380582
809.464233,0.379623
814.808472,0.376827
820.156982,0.37748
825.509827,0.373379
830.866943,0.372771
836.228394,0.373857
841.594116,0.372075
846.964172,0.372141
852.338562,0.372457
857.717224,0.370816
863.10022,0.374623
868.487549,0.375673
873.87915,0.379013
879.275024,0.378166
884.675232,0.382014
890.079773,0.381763
895.488586,0.385567
900.901733,0.388994
906.319214,0.387581
911.740967,0.393089
917.166992,0.397092
922.597351,0.404606
928.032043,0.406666
933.471069,0.410196
938.914368,0.418894
944.361938,0.425763
949.813843,0.429622
955.270081,0.440461
960.730591,0.444619
966.195435,0.454198
971.664612,0.460275
977.138062,0.459316
982.615784,0.462159
988.097839,0.476592
993.584229,0.477605
999.074951,0.473931
999.25,None
1004.859985,0.511734
1010.460022,0.518988
1016.059998,0.525885
1021.659973,0.532169
1027.25,0.5380020000000001
1032.849976,0.542858
1038.449951,0.548779
1044.050049,0.553387
1049.640015,0.557581
1055.23999,0.561812
1060.829956,0.565982
1066.420044,0.569871
1072.01001,0.573691
1077.609985,0.576177
1083.199951,0.578893
1088.790039,0.583236
1094.369995,0.5864659999999999
1099.959961,0.590067
1105.550049,0.592799
1111.140015,0.595946
1116.719971,0.599016
1122.310059,0.602008
1127.890015,0.6035010000000001
1133.47998,0.604743
1139.060059,0.605834
1144.640015,0.606825
1150.219971,0.607024
1155.800049,0.606981
1161.390015,0.6067
1166.959961,0.605506
1172.540039,0.604996
1178.119995,0.604317
1183.699951,0.603438
1189.280029,0.603093
1194.849976,0.603246
1200.430054,0.60409
1206.0,0.605078
1211.579956,0.6061340000000001
1217.150024,0.607398
1222.719971,0.608757
1228.290039,0.6108899999999999
1233.869995,0.613125
1239.439941,0.615392
1245.01001,0.617317
1250.579956,0.618834
1256.150024,0.620965
1261.709961,0.622388
1267.280029,0.623562
1272.849976,0.624426
1278.410034,0.625933
1283.97998,0.6268779999999999
1289.550049,0.629326
1295.109985,0.630886
1300.670044,0.6324420000000001
1306.23999,0.63352
1311.800049,0.635102
1317.359985,0.635525
1322.920044,0.635786
1328.48999,0.636468
1334.050049,0.6355689999999999
1339.609985,0.635283
1345.160034,0.6343
1350.719971,0.631272
1356.280029,0.6280789999999999
1361.839966,0.623383
1367.400024,0.6185970000000001
1372.949951,0.615961
1378.51001,0.615578
1384.069946,0.612215
1389.619995,0.610352
1395.170044,0.605665
1400.72998,0.598701
1406.280029,0.591288
1411.839966,0.581855
1417.390015,0.5709310000000001
1422.939941,0.561446
1428.48999,0.5516399999999999
1434.040039,0.546377
1439.589966,0.541416
1445.140015,0.539037
1450.689941,0.536672
1456.23999,0.536142
1461.790039,0.535308
1467.339966,0.534834
1472.890015,0.533611
1478.430054,0.533455
1483.97998,0.5325409999999999
1489.530029,0.531317
1495.069946,0.529399
1500.619995,0.52752
1506.160034,0.52794
1511.709961,0.53071
1517.25,0.529107
1522.800049,0.532644
1528.339966,0.533084
1533.880005,0.535849
1539.420044,0.53432
1544.969971,0.5372020000000001
1550.51001,0.539655
1556.050049,0.543208
1561.589966,0.549247
1567.130005,0.551583
1572.670044,0.550976
1578.209961,0.555487
1583.75,0.555554
1589.290039,0.5594859999999999
1594.829956,0.5643239999999999
1600.369995,0.569588
1605.910034,0.575175
